PERMNO,REPDATS,STATPERS,qtr,year,FPEDATS,RETURNLead,sector,RETP1,RET2P1,SIZE,frev,LTG,SUELag,SGLag,TALag,CAPEXLag,BPLag,EPLag,anFor,anForLag,FE,FELag,actual,CONSENSUS,label,newSTATPERS
P11955,2/25/1999,1/14/1999,4,1998,12/31/1998,-0.021276595,20,-0.252854141,0.267768534,10.239651,-7.65E-03,15.9,NA,1.16E+00,5.57E-02,-3.60E-02,1.064015187,0.022816901,-1,-1,0,-0.039215686,0.58,0.58,1,10/24/1998
P11955,3/27/2000,2/17/2000,4,1999,12/31/1999,-0.087499999,20,-0.558288949,-0.66744152,9.272801,-1.04E-02,12.91,1.21E-01,9.29E-01,-1.70E-02,-2.10E-02,0.925910764,0.060891938,-3,-1,-0.044776119,-0.058823529,0.32,0.35,1,4/16/1999
P11955,3/8/2001,2/15/2001,4,2000,12/31/2000,0.14625153,20,0.660154725,0.263835942,9.75722,3.77E-04,15.6,NA,3.47E+00,-3.48E-02,1.63E-02,0.643696007,-0.029070423,0,0,-0.049180328,-0.033333333,0.29,0.32,1,4/20/2000
P11955,2/26/2002,1/17/2002,4,2001,12/31/2001,-0.087092303,20,-0.048355185,0.270817844,9.905488,-4.47E-03,13.25,-2.14E+00,4.13E+02,8.67E-02,8.17E-02,1.355185631,-0.031688312,0,0,-0.152542373,-0.04,0.25,0.34,1,4/19/2001
P11955,2/18/2003,1/16/2003,4,2002,12/31/2002,0.025495704,20,-0.01968939,-0.133952563,9.519899,-2.87E-03,13.8,1.78E+00,7.82E-01,-6.19E-02,-2.40E-02,0.596164043,0.013051823,-2,0,0.068493151,0.068493151,0.39,0.34,-1,4/17/2002
P11955,2/12/2004,1/15/2004,4,2003,12/31/2003,0.033411376,20,0.087685496,-0.022601303,9.744087,-2.79E-03,13.17,-9.85E-01,3.76E-03,4.24E-02,-1.20E-01,0.503632418,0.019354839,0,-6,0.068493151,0.068493151,0.39,0.34,-1,4/9/2003
P11970,2/10/1997,1/16/1997,4,1996,12/31/1996,-0.225058004,20,0.434172568,0.324754626,7.85145,7.09E-03,25,-9.57E-01,7.25E-01,-1.10E-01,1.38E-03,1.035178759,0.061375661,0,2,0.066666667,0.153846154,0.16,0.14,-1,4/5/1996
P11970,2/9/1998,1/15/1998,4,1997,12/31/1997,0.10739857,20,-0.035978132,-0.350246387,7.718894,1.55E-03,22.33,-7.78E-01,8.78E-01,-1.10E-01,-1.71E-03,0.990905721,0.048802594,1,-1,0.012987013,0.027027027,0.195,0.19,-1,4/4/1997
P11970,2/4/1999,1/14/1999,4,1998,12/31/1998,-0.298288494,20,0.34314876,0.041703499,8.443038,4.71E-04,20,2.27E+00,1.48E+00,-1.52E-01,2.49E-02,0.820065908,0.035260664,0,1,0.010309278,0.021276596,0.245,0.24,-1,4/3/1998
P11970,1/27/2000,12/16/1999,4,1999,12/31/1999,0.046208531,20,0.146653506,-0.214464566,8.535568,5.54E-03,21.5,1.02E+00,1.36E+00,-1.16E-01,2.18E-03,0.543435899,0.015626822,1,0,0.03030303,0.03030303,0.34,0.32,-1,4/7/1999
P11970,2/1/2001,12/14/2000,4,2000,12/31/2000,-0.255725205,20,-0.322919582,0.000786842,7.787759,-6.88E-03,23,1.22E-01,1.36E+00,8.07E-02,1.87E-02,1.327518237,0.046334716,-1,-3,-0.2,-0.069767442,0.2,0.3,1,4/7/2000
P11970,1/31/2002,12/20/2001,4,2001,12/31/2001,0.086381294,20,-0.049312423,0.35370089,7.948352,-8.63E-03,15,-8.53E-01,2.59E+00,1.08E-02,5.09E-04,1.329328528,0.044654939,0,0,-0.090909091,-0.090909091,0.15,0.18,1,4/13/2001
P11970,2/4/2003,12/19/2002,4,2002,12/31/2002,0.005141383,20,0.498356637,-0.014640467,7.99737,5.40E-03,12.5,1.03E+00,1.07E+01,4.86E-01,4.08E-03,0.517546096,0.098314607,-1,-1,0.069767442,0.105263158,0.23,0.2,-1,4/12/2002
P11970,2/5/2004,1/15/2004,4,2003,12/31/2003,-0.183558047,20,-0.007310185,-0.300762646,8.49565,5.06E-03,15.5,NA,3.25E+00,NA,NA,NA,NA,0,0,0.035714286,0.035714286,0.29,0.27,-1,4/11/2003
